Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
43077,16,58,4295,42,72,24,1757,144
43078,16,58,4295,42,72,24,1757,144
43079,16,58,4295,42,72,24,1757,144
43080,16,58,4295,42,72,24,1757,144
43081,15,58,3988,44,74,24,1757,144
43082,15,58,3988,44,74,24,1757,144
43083,15,58,3988,44,74,24,1757,144
43084,15,58,3988,44,74,24,1757,144
43085,15,57,3900,43,74,24,1757,144
43086,14,57,3750,43,75,24,1938,144
43087,14,57,3750,43,75,24,1940,144
43088,13,55,3592,41,75,24,1938,144
43089,13,55,3592,41,75,24,1915,144
43090,14,58,3809,44,75,24,1918,144
43091,14,58,3809,44,75,24,1915,144
43092,14,57,3756,43,75,24,1920,144
43093,14,57,3756,43,75,24,1917,144
43094,14,57,3730,43,75,24,1917,143
43095,14,57,3730,43,75,24,1919,143
43096,14,56,3704,43,75,24,1918,143
43097,14,56,3704,43,75,24,1919,143
43098,14,60,3770,46,76,24,1921,143
43099,10,43,2708,33,76,18,1930,143
43100,14,59,3713,45,76,24,1917,143
43101,14,59,3713,45,76,24,1914,143
43102,14,59,3713,45,76,24,1914,143
43103,14,59,3713,45,76,24,1910,143
43104,14,56,3684,42,75,24,1916,143
43105,14,56,3684,42,75,24,1909,143
43106,12,52,3284,40,76,24,1921,143
43107,12,52,3284,40,76,24,1919,143
43108,12,53,3354,41,76,24,1919,143
43109,12,53,3354,41,76,24,1922,143
43110,13,57,3581,43,76,24,1919,143
43111,13,57,3581,43,76,24,1920,143
43112,12,57,3282,45,78,24,1921,143
43113,11,53,3074,42,78,24,1921,143
43114,11,53,3074,42,78,24,1872,143
43115,11,57,3010,46,80,24,1919,143
43116,11,57,3010,46,80,24,1918,143
43117,11,57,2973,46,80,24,1919,143
43118,11,57,2973,46,80,24,1918,143
43119,11,57,2973,46,80,24,1917,143
43120,12,60,3131,48,80,24,1918,142
43121,12,60,3131,48,80,24,1920,142
43122,12,60,3131,48,80,24,1922,142
43123,12,60,3131,48,80,24,1922,142
43124,11,56,2952,45,80,24,1922,142
43125,11,56,2952,45,80,24,1922,142
43126,11,56,2952,45,80,24,1922,142
43127,11,56,2952,45,80,24,1922,142
43128,11,56,2952,45,80,24,1922,142
43129,11,56,2952,45,80,24,1922,142
43130,11,56,2952,45,80,24,1922,142
43131,13,56,3395,44,77,24,1922,142
43132,13,56,3395,44,77,24,1922,142
43133,13,56,3395,44,77,24,1922,142
43134,13,56,3395,44,77,24,1922,142
43135,13,56,3395,44,77,24,1922,142
43136,13,56,3395,44,77,24,1922,142
43137,13,56,3395,44,77,24,1922,142
43138,13,56,3395,44,77,24,1922,142
43139,13,56,3395,44,77,24,1922,142
43140,14,56,3838,42,74,24,1922,142
43141,14,56,3838,42,74,24,1922,142
43142,14,56,3838,42,74,24,1922,142
43143,14,56,3838,42,74,24,1922,142
43144,14,56,3838,42,74,24,1922,142
43145,13,56,3543,43,76,24,1922,142
43146,13,56,3543,43,76,24,1922,141
43147,13,56,3543,43,76,24,1922,141
43148,13,56,3543,43,76,24,1922,141
43149,13,56,3543,43,76,24,1922,141
43150,14,60,3751,46,76,24,1922,141
43151,14,60,3751,46,76,24,1925,141
43152,14,60,3751,46,76,24,1925,141
43153,13,60,3438,47,78,24,1985,141
43154,13,60,3438,47,78,24,1938,141
43155,13,60,3438,47,78,24,1934,141
43156,13,60,3595,46,77,24,1934,141
43157,14,62,3764,48,77,24,1934,141
43158,14,62,3764,48,77,24,1934,141
43159,14,62,3764,48,77,24,1750,141
43160,14,62,3764,48,77,24,1758,141
43161,13,56,3401,44,77,24,1758,141
43162,13,56,3401,44,77,24,1738,141
43163,13,56,3401,44,77,24,1738,141
43164,13,56,3401,44,77,24,1772,141
43165,13,56,3401,44,77,24,1782,141
43166,13,56,3401,44,77,24,1782,141
43167,13,56,3549,43,76,24,1782,141
43168,14,56,3697,43,75,24,1782,141
43169,14,56,3845,42,74,24,1782,141
43170,15,56,3993,41,73,24,1782,141
43171,15,56,4141,41,72,24,1782,140
43172,16,56,4289,40,71,24,1782,140
43173,17,56,4437,40,70,24,1782,140
43174,3,62,812,59,95,20,1872,140
43175,6,66,1731,59,90,24,1872,140
43176,8,66,2250,58,87,24,1872,140
43177,8,66,2247,57,87,24,1872,140
43178,8,66,2247,57,87,24,1872,140
43179,11,64,2844,53,83,24,1872,140
43180,12,63,3320,51,80,24,1872,140
43181,14,63,3652,50,78,24,1872,140
43182,14,63,3652,50,78,24,1872,140
43183,14,63,3652,50,78,24,1872,140
43184,14,63,3652,50,78,24,1872,140
43185,15,63,3984,48,76,24,1872,140
43186,15,63,3984,48,76,24,1872,140
43187,15,63,3984,48,76,24,1872,140
43188,15,63,3984,48,76,24,1872,140
43189,15,63,3984,48,76,24,1872,140
43190,15,63,3984,48,76,24,1872,140
43191,15,65,4079,50,76,24,1872,140
43192,15,65,4079,50,76,24,1872,140
43193,15,65,4079,50,76,24,1872,140
43194,15,65,4079,50,76,24,1872,140
43195,15,65,4079,50,76,24,1872,140
43196,15,65,4079,50,76,24,1872,140
43197,15,65,4079,50,76,24,1872,139
43198,15,65,4079,50,76,24,1872,139
43199,16,65,4249,49,75,24,1872,139
43200,14,56,3690,42,75,24,1872,139
43201,14,57,3737,43,75,24,1872,139
43202,14,57,3737,43,75,24,1872,139
43203,15,57,4035,42,73,24,1872,139
43204,14,53,3733,39,73,22,1872,139
43205,15,57,4035,42,73,24,1872,139
43206,15,57,4035,42,73,24,1872,139
43207,15,57,4019,42,73,24,1872,139
43208,15,57,4035,42,73,24,1872,139
43209,15,57,4035,42,73,24,1872,139
43210,16,59,4163,43,73,24,1872,139
43211,16,59,4184,43,73,24,1872,139
43212,16,59,4184,43,73,24,1872,139
43213,17,64,4518,47,73,24,1872,139
43214,17,64,4518,47,73,24,1872,139
43215,17,64,4518,47,73,24,1872,139
43216,17,64,4518,47,73,24,1872,139
43217,16,64,4350,48,74,24,1872,139
43218,14,57,3879,42,74,21,1872,139
43219,16,62,4200,46,74,24,1872,139
43220,14,57,3866,42,74,24,1872,139
43221,14,57,3866,42,74,24,1872,139
43222,13,52,3527,39,74,22,1872,139
43223,15,57,4057,42,73,24,1872,138
43224,16,62,4418,46,73,24,1872,138
43225,16,62,4418,46,73,24,1872,138
43226,16,62,4418,46,73,24,1872,138
43227,14,54,3823,40,73,22,1872,138
43228,16,59,4170,43,73,24,1872,138
43229,16,59,4170,43,73,24,1872,138
43230,16,59,4170,43,73,24,1872,138
43231,14,58,3835,44,75,24,1872,138
43232,14,56,3697,43,75,24,1872,138
43233,14,56,3697,43,75,24,1872,138
43234,14,58,3776,43,75,24,1872,138
43235,14,58,3776,43,75,24,1872,138
43236,13,52,3421,39,75,24,1872,138
43237,13,52,3421,39,75,24,1872,138
43238,13,52,3421,39,75,24,1872,138
43239,13,52,3421,39,75,24,1872,138
43240,13,52,3441,40,75,24,1872,138
43241,12,52,3303,40,76,24,1872,138
43242,12,52,3303,40,76,24,1872,138
43243,12,52,3303,40,76,24,1872,138
43244,12,52,3303,40,76,24,1872,138
43245,14,58,3656,44,76,24,1872,138
43246,14,58,3656,44,76,24,1872,138
43247,13,56,3535,43,76,23,1872,138
43248,14,58,3656,44,76,24,1872,138
43249,14,58,3656,44,76,24,1872,137
43250,13,55,3458,42,76,23,1872,137
43251,14,58,3656,44,76,24,1872,137
43252,14,58,3656,44,76,24,1872,137
43253,14,58,3656,44,76,24,1872,137
43254,14,58,3656,44,76,24,1872,137
43255,12,58,3352,46,78,24,1872,137
43256,12,58,3352,46,78,24,1872,137
43257,12,58,3352,46,78,24,1872,137
43258,12,58,3352,46,78,24,1872,137
43259,11,53,2906,42,79,22,1872,137
43260,12,58,3199,46,79,24,1872,137
43261,12,58,3199,46,79,24,1872,137
43262,12,58,3199,46,79,24,1872,137
43263,11,54,2999,43,79,23,1872,137
43264,12,58,3199,46,79,24,1872,137
43265,12,58,3199,46,79,24,1872,137
43266,12,60,3310,48,79,24,1872,137
43267,12,60,3152,48,80,24,1872,137
43268,11,58,3021,46,80,23,1872,137
43269,11,56,2916,45,80,22,1872,137
43270,12,60,3139,48,80,24,1872,137
43271,12,60,3152,48,80,24,1872,137
43272,12,60,3152,48,80,24,1877,137
43273,13,59,3392,46,78,24,1880,137
43274,13,59,3546,45,77,24,1886,136
43275,12,51,3103,40,77,21,1887,136
43276,13,59,3546,45,77,24,1866,136
43277,13,59,3546,45,77,24,1871,136
43278,13,59,3546,45,77,24,1875,136
43279,13,59,3392,46,78,24,1876,136
43280,13,59,3392,46,78,24,1880,136
43281,12,57,3279,45,78,23,1882,136
43282,13,59,3392,46,78,24,1885,136
43283,13,59,3392,46,78,24,1873,136
43284,11,52,3011,41,78,21,1873,136
43285,13,59,3392,46,78,24,1873,136
43286,13,59,3392,46,78,24,1877,136
43287,13,59,3392,46,78,24,1878,136
43288,13,59,3392,46,78,24,1874,136
43289,13,59,3392,46,78,24,1875,136
43290,13,59,3392,46,78,24,1880,136
43291,12,59,3238,47,79,24,1880,136
43292,12,59,3238,47,79,24,1880,136
43293,12,59,3238,47,79,24,1872,136
43294,12,59,3238,47,79,24,1872,136
43295,12,59,3238,47,79,24,1871,136
43296,12,59,3238,47,79,24,1871,136
43297,11,59,3084,47,80,24,1847,136
43298,10,49,2596,40,80,20,1847,136
43299,12,61,3184,49,80,24,1866,136
43300,12,61,3184,49,80,24,1866,135
43301,13,59,3381,46,78,24,1866,135
43302,13,59,3381,46,78,24,1866,135
43303,13,59,3381,46,78,24,1866,135
43304,13,59,3381,46,78,24,1866,135
43305,12,59,3227,46,79,24,1866,135
43306,12,59,3227,46,79,24,1866,135
43307,12,59,3227,46,79,24,1866,135
43308,13,59,3381,46,78,24,1866,135
43309,13,59,3381,46,78,24,1866,135
43310,13,59,3381,46,78,24,1866,135
43311,13,59,3381,46,78,24,1866,135
43312,13,59,3381,46,78,24,1866,135
43313,13,59,3381,46,78,24,1866,135
43314,13,59,3381,46,78,24,1866,135
43315,13,59,3381,46,78,24,1866,135
43316,12,60,3152,48,80,24,1866,135
43317,12,60,3152,48,80,24,1866,135
43318,12,60,3152,48,80,24,1866,135
43319,12,60,3152,48,80,24,1866,135
43320,12,60,3152,48,80,24,1866,135
43321,12,60,3152,48,80,24,1866,135
43322,12,60,3310,48,79,24,1866,135
43323,12,60,3310,48,79,24,1866,135
43324,12,60,3310,48,79,24,1866,135
43325,12,60,3310,48,79,24,1866,135
43326,12,60,3310,48,79,24,1866,134
43327,13,60,3467,47,78,24,1866,134
43328,13,60,3467,47,78,24,1866,134
43329,13,60,3467,47,78,24,1866,134
43330,13,60,3467,47,78,24,1866,134
43331,13,60,3467,47,78,24,1866,134
43332,13,60,3467,47,78,24,1866,134
43333,13,60,3467,47,78,24,1866,134
43334,13,60,3467,47,78,24,1866,134
43335,13,60,3467,47,78,24,1866,134
43336,13,60,3467,47,78,24,1866,134
43337,12,57,3294,45,78,24,1866,134
43338,12,57,3294,45,78,24,1866,134
43339,12,57,3294,45,78,24,1868,134
43340,10,48,2782,38,78,22,1873,134
43341,12,53,3202,41,77,24,1873,134
43342,12,53,3202,41,77,24,1873,134
43343,12,53,3202,41,77,24,1873,134
43344,12,53,3202,41,77,24,1873,134
43345,12,53,3202,41,77,24,1887,134
43346,12,52,3129,40,77,24,1890,134
43347,12,53,3202,41,77,24,1890,134
43348,12,53,3202,41,77,24,1890,134
43349,13,54,3546,41,75,24,1893,134
43350,13,54,3546,41,75,24,1893,134
43351,13,54,3546,41,75,24,1893,134
43352,13,54,3546,41,75,24,1891,133
43353,13,54,3546,41,75,24,1891,133
43354,13,54,3546,41,75,24,1892,133
43355,13,54,3546,41,75,24,1892,133
43356,13,54,3546,41,75,24,1892,133
43357,14,54,3688,40,74,24,1892,133
43358,14,54,3688,40,74,24,1892,133
43359,14,54,3688,40,74,24,1892,133
43360,14,54,3688,40,74,24,1899,133
43361,14,54,3688,40,74,24,1899,133
43362,14,55,3736,41,74,24,1887,133
43363,9,36,2476,27,74,15,1887,133
43364,15,58,3988,44,74,24,1887,133
43365,15,58,3988,44,74,24,1881,133
43366,16,62,4241,46,74,24,1886,133
43367,16,63,4289,47,74,24,1881,133
43368,16,63,4289,47,74,24,1881,133
43369,16,63,4289,47,74,24,1881,133
43370,14,55,3739,41,74,22,1886,133
43371,14,56,3818,42,74,24,1890,133
43372,14,56,3818,42,74,24,1891,133
43373,14,56,3818,42,74,24,1889,133
43374,14,56,3818,42,74,24,1891,133
43375,13,54,3572,41,75,24,1889,133
43376,14,57,3743,43,75,24,1890,133
43377,14,57,3743,43,75,24,1886,133
43378,14,57,3743,43,75,24,1886,132
43379,14,57,3743,43,75,24,1893,132
43380,14,57,3893,43,74,24,1893,132
43381,14,57,3893,43,74,24,1893,132
43382,14,57,3893,43,74,24,1891,132
43383,14,57,3893,43,74,24,1890,132
43384,14,57,3893,43,74,24,1890,132
43385,14,55,3743,41,74,24,1890,132
43386,14,55,3743,41,74,24,1890,132
43387,14,55,3743,41,74,24,1897,132
43388,14,59,3848,44,75,24,1891,132
43389,14,56,3704,43,75,23,1883,132
43390,14,59,3848,44,75,24,1882,132
43391,14,57,3717,43,75,24,1883,132
43392,14,57,3717,43,75,24,1883,132
43393,14,57,3717,43,75,24,1883,132
43394,14,57,3717,43,75,24,1883,132
43395,14,57,3717,43,75,24,1883,132
43396,14,57,3717,43,75,24,1883,132
43397,14,57,3717,43,75,24,1883,132
43398,14,57,3866,42,74,24,1883,132
43399,13,57,3568,43,76,24,1883,132
43400,13,57,3419,44,77,24,1883,132
43401,13,57,3419,44,77,24,1883,132
43402,13,57,3419,44,77,24,1883,132
43403,13,57,3419,44,77,24,1883,131
43404,13,57,3419,44,77,24,1883,131
43405,13,57,3419,44,77,24,1883,131
43406,9,57,2527,47,83,24,1883,131
43407,9,57,2527,47,83,24,1883,131
43408,15,57,4163,41,72,24,1883,131
43409,15,57,4163,41,72,24,1883,131
43410,15,54,3979,39,72,24,1883,131
43411,15,54,3979,39,72,24,1883,131
43412,15,54,3979,39,72,24,1883,131
43413,15,54,3979,39,72,24,1883,131
43414,15,54,3979,39,72,24,1883,131
43415,15,54,3979,39,72,24,1883,131
43416,15,54,3979,39,72,24,1883,131
43417,14,54,3695,40,74,24,1883,131
43418,14,54,3695,40,74,24,1883,131
43419,14,54,3837,40,73,24,1883,131
43420,14,54,3837,40,73,24,1883,131
43421,12,46,3229,34,73,20,1883,131
43422,14,54,3837,40,73,24,1883,131
43423,13,48,3389,35,73,21,1883,131
43424,15,56,3979,41,73,24,1876,131
43425,15,56,3979,41,73,24,1876,131
43426,15,56,3979,41,73,24,1870,131
43427,15,56,3979,41,73,24,1874,131
43428,15,56,3979,41,73,24,1874,131
43429,15,56,3979,41,73,24,1876,130
43430,14,52,3664,38,73,22,1876,130
43431,15,56,3979,41,73,24,1876,130
43432,13,56,3537,43,76,24,1873,130
43433,13,56,3537,43,76,24,1872,130
43434,13,56,3537,43,76,24,1872,130
43435,13,56,3537,43,76,24,1872,130
43436,13,56,3537,43,76,24,1872,130
43437,13,56,3537,43,76,24,1874,130
43438,13,56,3537,43,76,24,1874,130
43439,14,56,3684,42,75,24,1874,130
43440,14,56,3684,42,75,24,1874,130
43441,14,56,3684,42,75,24,1874,130
43442,13,56,3389,43,77,24,2073,130
43443,13,56,3389,43,77,24,2073,130
43444,11,51,3079,39,77,22,2008,130
43445,13,56,3389,43,77,24,2008,130
43446,13,56,3537,43,76,24,2008,130
43447,13,56,3537,43,76,24,2008,130
43448,11,45,2859,35,76,19,2008,130
43449,13,56,3537,43,76,24,2008,130
43450,14,56,3684,42,75,24,2008,130
43451,14,56,3684,42,75,24,2008,130
43452,14,56,3684,42,75,24,2008,130
43453,14,56,3684,42,75,24,1978,130
43454,14,56,3684,42,75,24,1931,130
43455,14,56,3684,42,75,24,1931,129
43456,14,56,3684,42,75,24,1931,129
43457,14,56,3684,42,75,24,1931,129
43458,14,56,3684,42,75,24,1931,129
43459,14,56,3684,42,75,24,1931,129
43460,14,56,3684,42,75,24,1931,129
43461,14,56,3684,42,75,24,1931,129
43462,14,56,3684,42,75,24,1931,129
43463,14,56,3684,42,75,24,1931,129
43464,14,56,3684,42,75,24,1931,129
43465,14,56,3684,42,75,24,1931,129
43466,14,56,3684,42,75,24,1931,129
43467,14,56,3684,42,75,24,1931,129
43468,14,56,3684,42,75,24,1931,129
43469,14,56,3684,42,75,24,1931,129
43470,14,56,3684,42,75,24,1931,129
43471,14,56,3684,42,75,24,1931,129
43472,14,56,3684,42,75,24,1931,129
43473,14,56,3684,42,75,24,1931,129
43474,14,56,3684,42,75,24,1931,129
43475,14,56,3684,42,75,24,1931,129
43476,14,56,3684,42,75,24,1931,129
43477,14,56,3684,42,75,24,1931,129
43478,11,72,3043,61,84,24,1927,129
43479,15,67,4024,52,77,24,1949,129
43480,14,64,3867,50,77,24,1973,129
43481,14,64,3867,50,77,24,1984,128
43482,14,64,3867,50,77,24,1996,128
43483,14,64,3867,50,77,24,1996,128
43484,14,64,3867,50,77,24,1996,128
43485,14,64,3867,50,77,24,2020,128
43486,14,64,3867,50,77,24,2020,128
43487,14,64,3867,50,77,24,2032,128
43488,15,64,4035,49,76,24,2032,128
43489,15,64,4035,49,76,24,2032,128
43490,15,64,4035,49,76,24,2032,128
43491,15,64,4035,49,76,24,2032,128
43492,16,64,4203,48,75,24,2032,128
43493,15,63,4133,48,75,24,2087,128
43494,16,64,4203,48,75,24,2087,128
43495,16,64,4203,48,75,24,2087,128
43496,14,58,3800,44,75,22,2087,128
43497,14,58,3818,44,75,22,2087,128
43498,16,64,4203,48,75,24,2087,128
43499,16,64,4203,48,75,24,2087,128
43500,16,64,4203,48,75,24,2086,128
43501,14,58,3800,44,75,22,2086,128
43502,14,58,3800,44,75,22,2086,128
43503,16,64,4203,48,75,24,2086,128
43504,13,52,3397,39,75,19,2086,128
43505,14,56,3695,43,75,21,2086,128
43506,14,57,3730,43,75,21,2086,128
43507,15,57,3916,43,74,22,2086,127
43508,16,64,4371,48,74,24,2086,127
43509,16,64,4371,48,74,24,2086,127
43510,16,64,4371,48,74,24,2110,127
43511,15,59,4043,44,74,22,2110,127
43512,16,64,4371,48,74,24,2110,127
43513,15,60,4079,45,74,22,2110,127
43514,13,55,3463,42,76,21,2110,127
43515,15,64,4035,49,76,24,2110,127
43516,15,64,4035,49,76,24,2110,127
43517,13,57,3567,43,76,22,2110,127
43518,13,56,3534,43,76,22,2110,127
43519,13,62,3583,49,78,24,2110,127
43520,13,62,3583,49,78,24,2110,127
43521,12,56,3225,44,78,22,2110,127
43522,11,51,2956,40,78,20,2110,127
43523,12,58,3344,45,78,22,2110,127
43524,13,62,3583,49,78,24,2110,127
43525,13,62,3583,49,78,24,2110,127
43526,12,56,3225,44,78,22,2110,127
43527,12,56,3225,44,78,22,2110,127
43528,12,56,3210,44,78,22,2110,127
43529,12,55,3165,43,78,21,2110,127
43530,11,54,2823,43,80,21,2110,127
43531,11,57,3013,46,80,22,2110,127
43532,11,57,2999,46,80,22,2110,126
43533,11,57,2986,46,80,22,2110,126
43534,11,58,3040,47,80,22,2110,126
43535,11,56,2918,45,80,22,2086,126
43536,11,54,2836,43,80,21,2086,126
43537,10,52,2741,42,80,20,2086,126
43538,9,47,2456,38,80,18,2086,126
43539,11,54,2823,43,80,21,2086,126
43540,11,54,2850,44,80,21,2063,126
43541,12,62,3257,50,80,24,2086,126
43542,12,62,3257,50,80,24,2086,126
43543,12,62,3257,50,80,24,2098,126
43544,12,62,3257,50,80,24,2098,126
43545,12,62,3257,50,80,24,2110,126
43546,13,62,3583,49,78,24,2110,126
43547,13,62,3583,49,78,24,2110,126
43548,13,62,3583,49,78,24,2110,126
43549,13,62,3583,49,78,24,2110,126
43550,12,56,3210,44,78,22,2110,126
43551,13,62,3583,49,78,24,2110,126
43552,14,59,3713,45,76,23,2110,126
43553,15,62,3909,47,76,24,2110,126
43554,13,57,3615,44,76,22,2110,126
43555,13,62,3420,49,79,24,2110,126
43556,13,62,3420,49,79,24,2110,126
43557,13,62,3420,49,79,24,2110,126
43558,12,57,3135,45,79,22,2110,125
43559,12,56,3107,45,79,22,2110,125
43560,13,62,3420,49,79,24,2110,125
43561,12,57,3135,45,79,22,2110,125
43562,11,53,3075,42,78,21,2086,125
43563,9,44,2523,34,78,17,2086,125
43564,13,62,3583,49,78,24,2086,125
43565,12,58,3329,45,78,22,2086,125
43566,14,56,3698,43,75,22,2086,125
43567,15,62,4071,47,75,24,2086,125
43568,15,62,4071,47,75,24,2086,125
43569,15,62,4071,47,75,24,2122,125
43570,14,57,3732,43,75,22,2122,125
43571,14,57,3732,43,75,22,2122,125
43572,13,54,3529,41,75,21,2122,125
43573,14,58,3817,44,75,23,2122,125
43574,14,57,3749,43,75,22,2122,125
43575,15,57,3899,43,74,22,2122,125
43576,13,52,3564,39,74,20,2122,125
43577,14,57,3881,42,74,22,2122,125
43578,14,57,3881,42,74,22,2122,125
43579,13,51,3511,38,74,20,2122,125
43580,12,48,3302,36,74,22,2122,125
43581,13,50,3428,37,74,21,2122,125
43582,15,58,3975,43,74,24,2122,125
43583,12,53,3333,40,76,22,2122,125
43584,11,47,2935,36,76,19,2122,124
43585,12,50,3172,39,76,22,2122,124
43586,13,54,3429,42,76,24,2122,124
43587,13,54,3429,42,76,24,2122,124
43588,13,54,3429,42,76,24,2122,124
43589,12,54,3144,43,78,24,2122,124
43590,11,49,2856,39,78,22,2122,124
43591,12,54,3144,43,78,24,2122,124
43592,9,42,2435,33,78,22,2122,124
43593,9,41,2384,32,78,22,2122,124
43594,10,45,2589,35,78,24,2122,124
43595,9,41,2368,32,78,22,2122,124
43596,10,45,2583,35,78,24,2134,124
43597,10,45,2583,35,78,24,2134,124
43598,10,45,2818,34,76,24,2134,124
43599,10,45,2818,34,76,24,2134,124
43600,10,45,2818,34,76,24,2134,124
43601,10,45,2818,34,76,24,2134,124
43602,8,34,2202,25,75,18,2134,124
43603,11,45,2935,34,75,24,2134,124
43604,11,45,2935,34,75,24,2134,124
43605,11,45,2935,34,75,24,2134,124
43606,8,34,2202,25,75,18,2134,124
43607,11,45,2935,34,75,24,2134,124
43608,8,34,2202,25,75,18,2134,124
43609,7,30,1945,22,75,16,2134,124
43610,11,45,2935,34,75,24,2134,123
43611,8,34,2202,25,75,18,2122,123
43612,11,45,2935,34,75,24,2122,123
43613,8,34,2250,26,75,18,2122,123
43614,11,45,2935,34,75,24,2122,123
43615,11,45,2935,34,75,24,2122,123
43616,9,35,2287,26,75,19,2122,123
43617,8,33,2189,25,75,18,2122,123
43618,8,34,2263,26,75,19,2122,123
43619,11,45,3053,33,74,24,2122,123
43620,11,45,3053,33,74,24,2122,123
43621,11,45,3053,33,74,24,2122,123
43622,11,45,3053,33,74,24,2122,123
43623,8,33,2183,25,75,20,2122,123
43624,10,40,2646,30,75,24,2122,123
43625,10,40,2646,30,75,24,2122,123
43626,10,39,2580,30,75,23,2122,123
43627,8,34,2260,26,75,21,2122,123
43628,9,40,2435,31,77,24,2134,123
43629,7,32,1927,25,77,19,2134,123
43630,9,40,2435,31,77,24,2134,123
43631,9,38,2296,29,77,19,2134,123
43632,11,48,2900,37,77,24,2134,123
43633,9,38,2495,29,75,19,2134,123
43634,12,48,3152,36,75,24,2134,123
43635,9,37,2456,28,75,19,2134,122
43636,9,39,2535,29,75,19,2134,122
43637,11,43,2824,32,75,22,2134,122
43638,9,36,2377,27,75,18,2134,122
43639,11,44,2918,34,75,23,2122,122
43640,8,32,2090,24,75,19,2122,122
43641,10,40,2627,30,75,24,2122,122
43642,9,37,2493,27,74,22,2122,122
43643,9,35,2402,26,74,21,2122,122
43644,8,32,2163,24,74,19,2122,122
43645,8,33,2231,24,74,20,2122,122
43646,10,40,2732,30,74,24,2122,122
43647,10,40,2732,30,74,24,2122,122
43648,8,32,2163,24,74,19,2122,122
43649,8,32,2163,24,74,19,2122,122
43650,12,47,3305,34,73,24,2122,122
43651,10,37,2616,27,73,19,2122,122
43652,12,47,3305,34,73,24,2134,122
43653,10,38,2664,28,73,20,2134,122
43654,11,42,2979,31,73,24,2134,122
43655,10,37,2601,27,73,20,2098,122
43656,10,36,2587,27,73,20,2098,122
43657,9,36,2491,27,74,20,2098,122
43658,11,45,3066,33,74,24,2098,122
43659,9,36,2491,27,74,20,2098,122
43660,9,36,2491,27,74,20,2098,122
43661,11,45,3066,33,74,24,2122,121
43662,10,40,2699,29,74,20,2122,121
43663,12,48,3305,36,74,24,2122,121
43664,8,32,2204,24,74,17,2122,121
43665,11,43,2939,32,74,22,2122,121
43666,10,37,2558,28,74,20,2122,121
43667,10,37,2755,27,72,20,2122,121
43668,11,39,2882,28,72,20,2122,121
43669,10,38,2814,28,72,21,2122,121
43670,10,38,2814,28,72,21,2122,121
43671,11,40,3057,29,71,22,2110,121
43672,12,41,3146,30,71,22,2110,121
43673,10,35,2634,25,71,18,2110,121
43674,11,39,3000,28,71,21,2122,121
43675,10,35,2648,25,71,18,2075,121
43676,9,35,2479,26,73,18,2110,121
43677,10,40,2806,29,73,21,2110,121
43678,8,30,2094,22,73,17,2098,121
43679,8,29,2033,21,73,17,2098,121
43680,8,30,2094,22,73,17,2098,121
43681,8,29,2082,22,73,17,2098,121
43682,7,28,1972,20,73,16,2098,121
43683,8,30,2094,22,73,17,2075,121
43684,7,27,1911,20,73,16,2075,121
43685,9,34,2435,25,73,20,2075,121
43686,8,29,2070,21,73,15,2075,121
43687,10,37,2641,27,73,19,2075,120
43688,8,32,2088,24,75,16,2075,120
43689,7,27,1797,21,75,14,2075,120
43690,8,33,2167,25,75,16,2075,120
43691,8,33,2194,25,75,17,2075,120
43692,7,28,1850,21,75,14,2075,120
43693,9,38,2511,29,75,19,2075,120
43694,7,31,1810,25,78,15,2062,120
43695,9,40,2324,32,78,19,2062,120
43696,6,30,1712,23,78,14,2062,120
43697,9,40,2324,32,78,19,2062,120
43698,7,33,1896,26,78,16,2062,120
43699,8,37,2116,29,78,17,2062,120
43700,8,38,2193,30,78,19,2062,120
43701,6,29,1700,23,78,15,2086,120
43702,8,39,2228,30,78,19,2086,120
43703,7,29,1842,22,76,14,2086,120
43704,9,38,2379,29,76,19,2086,120
43705,8,36,2239,27,76,18,2086,120
43706,7,32,1996,24,76,16,2086,120
43707,8,39,2127,31,79,19,2086,120
43708,6,28,1567,23,79,14,2086,120
43709,8,39,2127,31,79,19,2086,120
43710,8,39,2127,31,79,19,2098,120
43711,6,30,1679,24,79,15,2098,120
43712,10,49,2686,39,79,24,2098,120
43713,10,49,2686,39,79,24,2098,119
43714,10,49,2686,39,79,24,2098,119
43715,10,49,2719,39,79,24,2122,119
43716,12,49,3237,37,75,24,2122,119
43717,9,39,2549,29,75,19,2122,119
43718,10,39,2563,29,75,19,2098,119
43719,9,38,2496,29,75,19,2098,119
43720,8,30,2034,22,74,15,2110,119
43721,10,39,2665,29,74,19,2110,119
43722,10,38,2595,28,74,19,2110,119
43723,7,29,1981,22,74,15,2110,119
43724,10,38,2611,29,74,19,2110,119
43725,9,37,2543,28,74,19,2110,119
43726,7,29,2014,22,74,15,2110,119
43727,10,39,2633,29,74,19,2110,119
43728,10,38,2564,28,74,19,2110,119
43729,7,29,1855,23,76,15,2110,119
43730,11,46,2925,36,76,19,2086,119
43731,11,45,2832,34,76,18,2098,119
43732,8,36,2247,27,76,15,2098,119
43733,11,46,3046,35,75,19,2098,119
43734,8,34,2205,25,75,18,2098,119
43735,7,27,1750,20,75,15,2098,119
43736,10,40,2605,30,75,19,2098,119
43737,9,38,2522,29,75,18,2098,119
43738,7,30,2001,23,75,15,2098,119
